"Job","Skills"
"Data Scientist 95","Statistics, Machine Learning, SQL"
"Data Analyst 86","Power BI, Reporting, SQL, Tableau, Excel, Data Cleaning"
"Data Scientist 96","Deep Learning, Statistics, Machine Learning"
"Software Engineer 73","Git, REST APIs, System Design, Agile, Java"
"Data Analyst 87","Power BI, Tableau, Data Cleaning, Reporting, Excel"
"ML Engineer 85","Computer Vision, Keras, PyTorch, Cloud"
"Data Scientist 97","NLP, Deep Learning, Python, SQL"
"Product Manager 63","Stakeholder Management, Agile, Product Roadmap, User Stories, Scrum"
"Data Scientist 98","SQL, Python, NLP, Pandas, Deep Learning"
"Software Engineer 74","Git, System Design, REST APIs, Java, Docker, Spring Boot"
"Data Scientist 99","Machine Learning, Python, Deep Learning, Statistics, NLP, SQL"
"Data Analyst 88","SQL, Excel, Tableau"
"Data Scientist 100","Deep Learning, Machine Learning, SQL, Statistics, Pandas"
"Data Scientist 101","Pandas, NLP, Deep Learning, SQL, Python, Statistics, Machine Learning"
"Data Analyst 89","Tableau, Data Cleaning, SQL, Reporting"
"Software Engineer 75","Docker, Agile, System Design, Git"
"ML Engineer 86","PyTorch, Cloud, Python, MLOps, TensorFlow"
"Data Analyst 90","Data Cleaning, Tableau, Reporting, SQL, Excel"
"Product Manager 64","Product Roadmap, Stakeholder Management, Scrum, Agile, User Stories"
"Product Manager 65","Stakeholder Management, User Stories, Product Roadmap, Scrum"
"Data Analyst 91","Data Cleaning, Power BI, Tableau, Reporting, Excel, SQL"
"Data Analyst 92","Power BI, Excel, Data Cleaning, Tableau, SQL, Reporting"
"Data Analyst 93","Tableau, Excel, Data Cleaning, Power BI, SQL"
"Data Scientist 102","Pandas, Statistics, Python, Machine Learning, Deep Learning"
"Software Engineer 76","System Design, Spring Boot, Docker"
"Software Engineer 77","Docker, Spring Boot, Git"
"Product Manager 66","Scrum, Stakeholder Management, Product Roadmap"
"Data Scientist 103","SQL, Deep Learning, Statistics"
"Product Manager 67","Scrum, User Stories, Product Roadmap, Stakeholder Management, Agile"
"Data Scientist 104","Machine Learning, SQL, Statistics, Deep Learning, Python, NLP"
"Software Engineer 78","System Design, Git, Java, REST APIs, Spring Boot"
"ML Engineer 87","Python, Keras, TensorFlow, Cloud, Computer Vision, PyTorch, MLOps"
"Data Analyst 94","Power BI, Reporting, Excel, SQL, Tableau"
"Data Scientist 105","Python, Deep Learning, Pandas, SQL, Machine Learning, Statistics"
"Software Engineer 79","Spring Boot, Agile, REST APIs, System Design, Git"
"Data Analyst 95","Tableau, Reporting, Data Cleaning"
"Data Analyst 96","Data Cleaning, Power BI, SQL, Excel, Tableau"
"Product Manager 68","Product Roadmap, Stakeholder Management, Agile, Scrum, User Stories"
"Data Scientist 106","Deep Learning, SQL, NLP"
"Data Scientist 107","SQL, Machine Learning, Pandas, NLP, Statistics, Python"
"Data Scientist 108","NLP, Pandas, Statistics, Machine Learning, Deep Learning"
"ML Engineer 88","Cloud, Python, MLOps, PyTorch"
"Software Engineer 80","System Design, Spring Boot, REST APIs, Git"
"Product Manager 69","User Stories, Stakeholder Management, Scrum, Product Roadmap, Agile"
"Data Analyst 97","Tableau, Data Cleaning, Excel, SQL, Power BI"
"Data Analyst 98","Excel, Reporting, Tableau, SQL, Power BI"
"ML Engineer 89","Keras, TensorFlow, Cloud, PyTorch, Python, MLOps"
"Data Analyst 99","Power BI, SQL, Data Cleaning, Reporting"
"Product Manager 70","Scrum, User Stories, Agile, Product Roadmap"
"Data Analyst 100","Tableau, Excel, SQL, Reporting, Data Cleaning, Power BI"
"Data Scientist 109","Pandas, Machine Learning, Statistics, Python, NLP, SQL, Deep Learning"
"Product Manager 71","Stakeholder Management, User Stories, Product Roadmap"
"Software Engineer 81","System Design, Java, Docker"
"Product Manager 72","Product Roadmap, Stakeholder Management, User Stories, Agile, Scrum"
"ML Engineer 90","Python, TensorFlow, Computer Vision, MLOps, Cloud"
"Data Analyst 101","Tableau, Data Cleaning, Power BI"
"ML Engineer 91","PyTorch, Keras, Python"
"Software Engineer 82","System Design, Java, Git, Spring Boot, Agile, Docker"
"ML Engineer 92","PyTorch, Keras, Python, Computer Vision"
"Product Manager 73","User Stories, Scrum, Stakeholder Management, Agile"
"ML Engineer 93","Computer Vision, Cloud, PyTorch, Keras, TensorFlow"
"Data Analyst 102","Data Cleaning, Power BI, SQL, Tableau, Reporting, Excel"
"Product Manager 74","Stakeholder Management, Product Roadmap, Scrum"
"Product Manager 75","Stakeholder Management, Scrum, Agile, User Stories, Product Roadmap"
"Data Scientist 110","Machine Learning, Pandas, Deep Learning, SQL"
"ML Engineer 94","Keras, PyTorch, Cloud, MLOps, TensorFlow, Python"
"Software Engineer 83","REST APIs, Agile, System Design, Git, Spring Boot, Java, Docker"
"ML Engineer 95","TensorFlow, Keras, PyTorch, Computer Vision, MLOps"
"Data Analyst 103","Excel, Tableau, SQL, Reporting, Power BI, Data Cleaning"
"Data Analyst 104","Tableau, Reporting, Data Cleaning, Power BI, Excel"
"ML Engineer 96","Python, MLOps, PyTorch, TensorFlow, Keras, Cloud"
"ML Engineer 97","Python, MLOps, Computer Vision"
"ML Engineer 98","MLOps, Python, Keras, Computer Vision, TensorFlow, Cloud"
"Data Scientist 111","Machine Learning, Python, SQL, Statistics, Deep Learning"
"Data Scientist 112","Statistics, SQL, Deep Learning"
"Data Analyst 105","Reporting, SQL, Power BI"
"Product Manager 76","Stakeholder Management, Scrum, User Stories, Agile, Product Roadmap"
"ML Engineer 99","Cloud, Python, Computer Vision, MLOps, Keras, TensorFlow"
"Software Engineer 84","Git, Spring Boot, Docker, REST APIs, Agile"
"Software Engineer 85","Java, Git, REST APIs, System Design, Spring Boot, Agile"
"Software Engineer 86","Spring Boot, System Design, Docker"
"Software Engineer 87","System Design, Java, Spring Boot, REST APIs, Git, Agile"
"ML Engineer 100","Keras, TensorFlow, Cloud, Python, MLOps, PyTorch, Computer Vision"
"Product Manager 77","Agile, Stakeholder Management, Product Roadmap, User Stories, Scrum"
"Data Scientist 113","Pandas, SQL, Machine Learning, Statistics"
"Data Analyst 106","SQL, Excel, Reporting, Data Cleaning, Power BI, Tableau"
"Data Scientist 114","Python, Machine Learning, NLP, Deep Learning, Statistics, SQL"
"ML Engineer 101","Cloud, TensorFlow, MLOps, Computer Vision"
"Data Scientist 115","Deep Learning, Python, Machine Learning"
"Software Engineer 88","Agile, Git, System Design, Spring Boot"
"ML Engineer 102","TensorFlow, Python, MLOps"
"ML Engineer 103","PyTorch, Computer Vision, Python, MLOps, Cloud, Keras, TensorFlow"
"Data Scientist 116","Python, Statistics, Deep Learning, Pandas, SQL, Machine Learning"
"Data Analyst 107","Power BI, Reporting, Tableau, Excel, SQL, Data Cleaning"
"Data Scientist 117","Machine Learning, SQL, Python, Deep Learning, Statistics, Pandas"
"Product Manager 78","Scrum, Agile, Product Roadmap, Stakeholder Management"
"Data Scientist 118","Pandas, SQL, Deep Learning, Statistics, Python"
"ML Engineer 104","Cloud, Computer Vision, Python, Keras, MLOps"
"ML Engineer 105","TensorFlow, Computer Vision, Python, MLOps, Keras"
"Data Scientist 119","SQL, NLP, Pandas, Python, Statistics, Deep Learning, Machine Learning"
"Data Scientist 120","SQL, Deep Learning, Statistics, Python, NLP, Pandas, Machine Learning"
"ML Engineer 106","TensorFlow, Python, Computer Vision, Cloud, PyTorch, MLOps, Keras"
"Software Engineer 89","System Design, REST APIs, Java, Git, Docker, Spring Boot"
"Software Engineer 90","REST APIs, Java, Agile"
"ML Engineer 107","TensorFlow, PyTorch, Cloud, Keras, Python"
"Data Scientist 121","Pandas, NLP, Deep Learning, Statistics"
"ML Engineer 108","Cloud, Keras, TensorFlow, Computer Vision, Python, MLOps, PyTorch"
"Product Manager 79","Stakeholder Management, Agile, Product Roadmap, User Stories"
"Data Scientist 122","Deep Learning, NLP, Python, Statistics"
"Data Scientist 123","Deep Learning, SQL, Python, Pandas, NLP, Machine Learning, Statistics"
"Data Scientist 124","Statistics, SQL, Pandas, Deep Learning, Python"
"Software Engineer 91","Git, Agile, Docker, REST APIs, System Design, Spring Boot"
"Data Analyst 108","Tableau, SQL, Data Cleaning, Reporting, Excel, Power BI"
"ML Engineer 109","TensorFlow, Keras, PyTorch, Python"
"Software Engineer 92","Java, Git, System Design, Docker, Agile, Spring Boot, REST APIs"
"Data Analyst 109","Tableau, Data Cleaning, SQL, Excel, Power BI"
"Data Analyst 110","Excel, Power BI, Tableau, Data Cleaning, SQL, Reporting"
"ML Engineer 110","MLOps, Cloud, Keras"
"Data Analyst 111","Tableau, Power BI, Reporting, Data Cleaning, Excel, SQL"
"Data Scientist 125","Python, Deep Learning, NLP, SQL, Pandas, Machine Learning, Statistics"
"ML Engineer 111","PyTorch, TensorFlow, Keras, Python, MLOps"
"ML Engineer 112","Python, MLOps, PyTorch, TensorFlow"
"Product Manager 80","Scrum, User Stories, Agile, Stakeholder Management, Product Roadmap"
"Software Engineer 93","Git, System Design, Agile"
"ML Engineer 113","Python, PyTorch, Keras, Cloud"
"Data Analyst 112","Reporting, SQL, Excel"
"Product Manager 81","Scrum, Stakeholder Management, Agile, User Stories"
"Software Engineer 94","REST APIs, Git, System Design, Agile"
"Data Scientist 126","NLP, Pandas, Python, Deep Learning, Statistics, Machine Learning"
"Data Scientist 127","Machine Learning, Python, Deep Learning, NLP, SQL, Pandas"
"Software Engineer 95","Docker, Spring Boot, REST APIs"
"Data Scientist 128","Python, Statistics, NLP, SQL, Machine Learning"
"ML Engineer 114","Computer Vision, PyTorch, Keras, Python"
"ML Engineer 115","Python, Keras, PyTorch, MLOps"
"Data Analyst 113","Excel, Reporting, Tableau, Data Cleaning"
"Data Analyst 114","Excel, SQL, Power BI, Tableau, Reporting"
"Data Scientist 129","SQL, Python, Machine Learning, Deep Learning"
"Software Engineer 96","Spring Boot, Agile, Docker, Git, REST APIs"
"Software Engineer 97","REST APIs, Agile, Java"
"Software Engineer 98","Agile, Docker, Git, System Design, Spring Boot"
"ML Engineer 116","Computer Vision, Python, PyTorch, TensorFlow, MLOps, Cloud"
"Software Engineer 99","Spring Boot, System Design, Agile"
"Data Analyst 115","Tableau, Data Cleaning, Power BI, SQL"
"Data Analyst 116","Power BI, SQL, Excel"
"ML Engineer 117","Computer Vision, Python, TensorFlow, Keras, PyTorch"
"Data Analyst 117","Excel, Power BI, Tableau, SQL, Reporting"
"Software Engineer 100","System Design, REST APIs, Git, Spring Boot"
"Product Manager 82","User Stories, Stakeholder Management, Scrum, Product Roadmap"
"Software Engineer 101","Docker, REST APIs, Spring Boot, Agile, Git, System Design, Java"
"Product Manager 83","Scrum, User Stories, Product Roadmap, Agile, Stakeholder Management"
"Data Analyst 118","Power BI, Reporting, Excel, Data Cleaning"
"Product Manager 84","Scrum, Product Roadmap, Agile"
"Product Manager 85","Product Roadmap, Stakeholder Management, Agile, User Stories, Scrum"
"Data Scientist 130","Pandas, Deep Learning, NLP, Python, Machine Learning"
"Software Engineer 102","REST APIs, Spring Boot, System Design, Agile, Java, Docker, Git"
"Data Scientist 131","Python, Pandas, NLP, Deep Learning, Statistics, SQL, Machine Learning"
"Data Analyst 119","Reporting, SQL, Power BI, Data Cleaning, Tableau"
"Product Manager 86","Agile, Scrum, Stakeholder Management, User Stories"
"ML Engineer 118","Python, Keras, TensorFlow, PyTorch, Computer Vision, Cloud, MLOps"
"Data Analyst 120","Reporting, Data Cleaning, Power BI"
"Data Scientist 132","Statistics, Deep Learning, Machine Learning, Pandas"
"Product Manager 87","User Stories, Agile, Scrum, Stakeholder Management, Product Roadmap"
"ML Engineer 119","PyTorch, Python, Keras, Cloud, TensorFlow, MLOps, Computer Vision"
"ML Engineer 120","MLOps, TensorFlow, Cloud, Keras, Computer Vision"
"Software Engineer 103","REST APIs, Docker, Java, Agile, Spring Boot, System Design"
"ML Engineer 121","PyTorch, TensorFlow, Python, MLOps"
"Product Manager 88","Stakeholder Management, Agile, Scrum, Product Roadmap"
"Software Engineer 104","REST APIs, Docker, Spring Boot, System Design, Java, Agile, Git"
"Data Analyst 121","Power BI, Tableau, Reporting, Excel, Data Cleaning, SQL"
"Data Scientist 133","Statistics, Pandas, SQL, NLP"
"ML Engineer 122","Computer Vision, Keras, Python, TensorFlow, Cloud"
"ML Engineer 123","Keras, PyTorch, MLOps, Cloud"
"Software Engineer 105","Java, Git, Docker, Spring Boot"
"Software Engineer 106","System Design, REST APIs, Docker, Agile, Java, Spring Boot, Git"
"Data Scientist 134","Statistics, Machine Learning, Python, NLP, Deep Learning"
"Product Manager 89","Agile, User Stories, Product Roadmap, Scrum, Stakeholder Management"
"Data Scientist 135","Pandas, NLP, Statistics, Machine Learning, SQL, Python, Deep Learning"
"Data Analyst 122","Data Cleaning, SQL, Excel, Power BI"
"Data Analyst 123","Excel, Tableau, Power BI, SQL"
"ML Engineer 124","Computer Vision, Keras, TensorFlow, MLOps, Cloud, PyTorch, Python"
"Data Scientist 136","Deep Learning, Pandas, Python, Machine Learning, SQL, NLP, Statistics"
"Software Engineer 107","Spring Boot, Java, Agile, Git, REST APIs, Docker, System Design"
"Product Manager 90","Product Roadmap, User Stories, Stakeholder Management"
"Product Manager 91","Stakeholder Management, Product Roadmap, User Stories, Scrum"
"Software Engineer 108","Spring Boot, Java, REST APIs"
"Data Scientist 137","Python, Deep Learning, Machine Learning, Statistics"
"Software Engineer 109","Docker, REST APIs, Git, Agile, System Design"
"Software Engineer 110","REST APIs, Git, Spring Boot, System Design, Docker, Java, Agile"
"ML Engineer 125","MLOps, Cloud, Python, TensorFlow, Keras"
"Software Engineer 111","Java, Spring Boot, System Design, Git"
"ML Engineer 126","MLOps, Keras, TensorFlow"
"ML Engineer 127","MLOps, TensorFlow, Computer Vision, Keras, PyTorch, Python, Cloud"
"ML Engineer 128","Python, TensorFlow, Keras, MLOps"
"Data Scientist 138","Deep Learning, Python, Machine Learning, Pandas, NLP, Statistics, SQL"
"Software Engineer 112","Docker, System Design, Agile, REST APIs, Java, Git, Spring Boot"
"ML Engineer 129","TensorFlow, Cloud, Python, Keras, PyTorch"
"Data Analyst 124","SQL, Power BI, Data Cleaning, Tableau, Reporting, Excel"
"Data Scientist 139","NLP, Pandas, SQL, Machine Learning, Python, Statistics, Deep Learning"
"Data Scientist 140","SQL, Deep Learning, Python"
"Software Engineer 113","Git, Spring Boot, Agile, Java, Docker, System Design, REST APIs"
"Data Analyst 125","SQL, Power BI, Tableau, Reporting, Excel"
"Product Manager 92","Stakeholder Management, Product Roadmap, User Stories"
"Data Analyst 126","Power BI, Reporting, Data Cleaning, Excel, SQL"
"Data Analyst 127","Reporting, Power BI, Excel, Tableau, Data Cleaning, SQL"
"Data Analyst 128","Tableau, Excel, Data Cleaning"
"Software Engineer 114","Java, Spring Boot, Docker, System Design"
"Data Scientist 141","Statistics, NLP, Deep Learning, Python, Machine Learning, SQL"
"ML Engineer 130","Keras, PyTorch, Cloud, TensorFlow, Computer Vision, Python, MLOps"
"Data Scientist 142","NLP, Python, Pandas, Machine Learning, Deep Learning, Statistics"
"Data Scientist 143","Deep Learning, Python, Pandas, Machine Learning, NLP, SQL, Statistics"
"Data Analyst 129","Reporting, Excel, Tableau, SQL, Data Cleaning"
"Data Scientist 144","Machine Learning, Python, Statistics, Deep Learning, NLP, SQL"
"Product Manager 93","Stakeholder Management, Agile, Product Roadmap, Scrum, User Stories"
"ML Engineer 131","TensorFlow, PyTorch, Computer Vision, Keras, MLOps, Python, Cloud"
"Data Analyst 130","Tableau, Power BI, SQL"
"ML Engineer 132","PyTorch, Keras, Cloud, Computer Vision, TensorFlow, Python, MLOps"
"Data Analyst 131","SQL, Reporting, Excel"
"Software Engineer 115","Java, Agile, REST APIs, Spring Boot, System Design"
"Data Scientist 145","SQL, Machine Learning, NLP, Python, Deep Learning"
"Data Scientist 146","Statistics, Pandas, Deep Learning, Machine Learning"
"Data Analyst 132","Reporting, Tableau, SQL, Data Cleaning, Excel, Power BI"
"Software Engineer 116","Java, REST APIs, Git, Spring Boot, Docker"
"Data Analyst 133","SQL, Excel, Reporting, Power BI"
"Data Scientist 147","Machine Learning, SQL, Python, Deep Learning, Statistics, NLP, Pandas"
"Data Scientist 148","Pandas, NLP, Statistics"
"Data Scientist 149","NLP, Machine Learning, Statistics, Deep Learning, SQL, Pandas, Python"
"Data Scientist 150","Machine Learning, Python, Pandas, Deep Learning, NLP, Statistics, SQL"
"Product Manager 94","Scrum, Agile, Product Roadmap"
"ML Engineer 133","Keras, Python, Computer Vision, TensorFlow, Cloud, MLOps, PyTorch"
"Software Engineer 117","REST APIs, Agile, Java, Git, Spring Boot, Docker, System Design"
"ML Engineer 134","Keras, TensorFlow, Python, PyTorch"
"Data Analyst 134","SQL, Data Cleaning, Tableau, Power BI, Reporting"
"ML Engineer 135","TensorFlow, MLOps, Cloud, PyTorch, Computer Vision"
"ML Engineer 136","MLOps, Cloud, Python, PyTorch, Keras, Computer Vision"
"ML Engineer 137","MLOps, Cloud, Python"
"Software Engineer 118","Docker, Agile, Java, Spring Boot, REST APIs, System Design, Git"
"ML Engineer 138","TensorFlow, MLOps, Keras, PyTorch, Python"
"Product Manager 95","Scrum, Stakeholder Management, User Stories, Product Roadmap, Agile"
"Data Analyst 135","Data Cleaning, Tableau, Reporting"
"ML Engineer 139","PyTorch, Computer Vision, Cloud, Keras"
"Data Analyst 136","Data Cleaning, Excel, SQL, Tableau, Reporting, Power BI"
"Data Analyst 137","Power BI, Excel, Data Cleaning, Reporting, SQL"
"Product Manager 96","Stakeholder Management, User Stories, Agile"
"ML Engineer 140","Python, Cloud, MLOps"
"Data Scientist 151","NLP, Python, Pandas, SQL, Deep Learning, Statistics"
"Data Scientist 152","Statistics, Python, SQL"
"Software Engineer 119","Agile, System Design, Git"
"Software Engineer 120","System Design, Java, REST APIs, Spring Boot, Docker, Agile, Git"
"Data Scientist 153","Machine Learning, Statistics, NLP, SQL"
